Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1044010,4,3,10,2,4,1,4,4,0,2,2,5,12925,25,764.5,5,517,5.91,95.40%,0.00%,4.60%,0.00%,87.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.00%,0.60%,3.10%,96.30%,0.00%,3.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,96.30%,0.00%
1044140,4,1,4,2,3,4,5,4,1,7,3,12,5600,17,640.5,1.42,329.41,11.44,73.20%,4.00%,22.80%,30.40%,13.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.30%,22.80%,45.50%,13.40%,18.30%,86.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.40%,0.00%
1044370,4,3,10,1,1,1,6,4,2,8,4,16,14850,32,1146.5,2,464.06,7.72,100.00%,0.00%,0.00%,4.70%,33.30%,0.00%,15.50%,0.00%,0.00%,0.00%,0.00%,46.50%,2.70%,30.30%,37.40%,29.60%,56.60%,6.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37.40%,0.00%
1045030,1,1,10,2,2,5,4,1,1,19,3,19,4650,25,619,1.32,186,13.31,88.70%,9.70%,1.60%,24.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.20%,72.00%,46.20%,53.80%,0.00%,0.00%,40.30%,30.60%,19.40%,0.00%,0.00%,9.70%,0.00%,0.00%,0.00%,0.00%,0.00%
1045060,4,3,10,2,4,1,2,2,0,1,3,6,2750,9,213.5,1.5,305.56,7.76,100.00%,0.00%,0.00%,0.00%,32.70%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,64.50%,2.70%,64.50%,32.70%,0.00%,0.00%,2.70%,0.00%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,32.70%,61.80%
1045100,4,1,5,2,3,1,3,4,0,2,3,5,8250,26,573.5,5.2,317.31,6.95,94.50%,0.00%,5.50%,19.40%,74.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.10%,1.20%,24.20%,74.50%,0.00%,24.20%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,74.50%,0.00%
1045120,3,3,10,2,4,5,6,1,1,22,3,17,21400,32,2648,1.88,668.75,12.37,97.90%,2.10%,0.00%,0.00%,8.40%,0.00%,1.90%,0.00%,0.00%,0.00%,0.00%,89.70%,6.30%,61.20%,8.40%,24.10%,29.20%,56.10%,1.40%,0.00%,0.00%,0.00%,0.00%,4.90%,0.00%,8.40%,0.00%
1047210,4,3,10,2,4,1,3,4,2,12,3,7,6825,25,515.5,3.57,273,7.55,100.00%,0.00%,0.00%,13.20%,22.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64.80%,1.10%,15.40%,22.00%,61.50%,76.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,22.00%,0.00%
1047220,3,3,10,2,4,1,4,1,1,6,3,4,6525,23,799.5,5.75,283.7,12.25,100.00%,0.00%,0.00%,0.00%,9.20%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,86.20%,0.00%,90.80%,9.20%,0.00%,0.00%,86.20%,0.00%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,9.20%,0.00%
1047350,4,3,10,2,4,1,8,4,1,13,8,23,26250,65,2340,2.83,403.85,8.91,100.00%,0.00%,0.00%,18.70%,49.10%,0.90%,0.00%,6.60%,2.30%,0.80%,0.60%,21.10%,10.00%,32.00%,57.10%,0.90%,23.70%,4.30%,1.00%,2.30%,0.80%,0.00%,2.30%,0.00%,6.60%,57.10%,1.90%
1047420,2,3,10,2,4,0,3,4,1,2,2,2,14350,25,818.5,12.5,574,5.7,95.80%,0.00%,4.20%,0.00%,99.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.70%,0.00%,99.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.00%,0.00%,0.00%,0.00%,99.30%,0.00%
1047610,4,3,8,2,4,3,2,4,0,11,3,15,7125,33,1196,2.2,215.91,16.79,78.60%,0.00%,21.40%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.40%,90.20%,92.30%,6.70%,0.00%,1.10%,4.90%,91.20%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.80%
1047650,4,0,0,0,3,0,0,5,0,0,2,4,1050,4,111,1,262.5,10.57,50.00%,0.00%,50.00%,28.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,71.40%,21.40%,78.60%,0.00%,0.00%,78.60%,0.00%,21.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1047750,4,3,10,2,3,5,8,2,1,19,5,16,19650,46,1874.25,2.88,427.17,9.54,100.00%,0.00%,0.00%,41.70%,25.20%,0.00%,6.60%,0.00%,4.60%,0.00%,0.00%,21.90%,3.10%,68.70%,26.20%,2.00%,66.20%,1.50%,0.00%,0.00%,0.00%,0.00%,6.10%,0.00%,0.00%,26.20%,0.00%
1047760,3,3,9,2,4,1,4,4,1,16,2,13,11450,24,1100.5,1.85,477.08,9.61,73.80%,26.20%,0.00%,0.00%,0.00%,7.90%,0.00%,0.00%,0.00%,0.00%,0.00%,92.10%,2.40%,36.00%,0.00%,61.60%,63.10%,0.00%,0.00%,27.50%,1.70%,0.00%,0.00%,0.70%,0.00%,0.00%,7.00%
1047870,4,3,10,2,4,1,6,4,1,22,4,13,29350,35,3070.5,2.69,838.57,10.46,83.60%,0.00%,16.40%,71.60%,2.00%,0.00%,0.00%,0.00%,0.00%,4.10%,0.00%,22.30%,0.30%,97.40%,2.40%,0.00%,93.00%,0.00%,4.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.40%,0.00%
1047980,3,0,0,0,4,0,0,5,0,0,1,1,150,1,37,1,150,24.67,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%
1050050,4,3,10,2,3,3,6,4,1,19,4,10,15950,27,1031.5,2.7,590.74,6.47,85.90%,1.90%,12.20%,1.90%,79.00%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,18.70%,0.00%,14.10%,79.00%,6.90%,14.40%,3.80%,2.40%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,79.00%,0.00%
1050210,2,1,15,2,4,5,3,4,1,15,6,20,10625,44,2190,2.2,241.48,20.61,100.00%,0.00%,0.00%,6.60%,0.00%,0.00%,2.80%,32.50%,1.40%,0.00%,3.50%,53.20%,84.00%,16.00%,0.00%,0.00%,10.80%,14.40%,8.50%,0.00%,5.60%,0.90%,1.40%,0.00%,58.40%,0.00%,0.00%
1054110,3,3,17,2,2,4,8,2,2,14,4,20,25400,40,1950.5,2,635,7.68,94.10%,5.90%,0.00%,18.50%,37.20%,0.00%,0.00%,0.00%,0.00%,2.40%,0.00%,41.90%,0.00%,41.50%,37.20%,21.30%,59.30%,1.20%,2.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37.20%,0.00%
1054270,4,3,10,2,2,4,2,4,2,5,2,5,9000,30,579.5,6,300,6.44,100.00%,0.00%,0.00%,0.00%,90.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,10.00%,0.00%,90.00%,0.00%,0.00%,0.00%,3.30%,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,90.00%,0.00%
1054310,3,3,10,2,4,4,3,4,1,13,4,17,9300,31,1477.5,1.82,300,15.89,100.00%,0.00%,0.00%,4.30%,0.00%,2.40%,0.00%,0.00%,0.00%,0.00%,9.70%,83.60%,69.90%,30.10%,0.00%,0.00%,5.10%,91.40%,0.00%,2.40%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%
1055060,4,3,10,2,2,5,2,4,1,18,5,24,10550,48,1498,2,219.79,14.2,97.20%,0.00%,2.80%,13.30%,0.00%,0.70%,0.00%,2.80%,0.00%,0.00%,6.40%,76.80%,22.30%,76.30%,0.00%,1.40%,23.00%,61.80%,0.00%,1.40%,0.00%,0.00%,0.00%,7.30%,2.80%,0.00%,3.60%
1055160,4,3,10,2,2,5,6,3,1,17,5,20,13075,45,1435.5,2.25,290.56,10.98,93.10%,4.60%,2.30%,3.80%,0.00%,0.00%,2.30%,0.00%,0.00%,35.20%,1.10%,57.60%,8.60%,76.90%,1.50%,13.00%,19.10%,39.00%,40.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%
1055260,4,3,10,2,2,4,7,3,2,5,3,5,20125,25,1216,5,805,6.04,100.00%,0.00%,0.00%,0.00%,93.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,6.50%,0.90%,6.00%,93.20%,0.00%,0.00%,6.30%,0.00%,0.00%,0.50%,0.00%,0.00%,0.00%,0.00%,93.20%,0.00%
1055330,3,3,10,2,2,6,5,2,1,6,8,32,12300,57,1367.5,1.78,215.79,11.12,100.00%,0.00%,0.00%,30.90%,0.00%,0.60%,26.80%,0.60%,0.60%,5.70%,1.20%,33.50%,5.50%,91.10%,1.60%,1.80%,69.10%,20.30%,6.30%,3.00%,0.00%,0.00%,0.60%,0.00%,0.60%,0.00%,0.00%
1057150,4,3,10,2,4,1,8,2,2,7,2,4,5375,10,388.5,2.5,537.5,7.23,96.30%,0.00%,3.70%,0.00%,67.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.00%,9.30%,14.00%,76.70%,0.00%,0.00%,14.00%,0.00%,0.00%,9.30%,0.00%,0.00%,0.00%,0.00%,76.70%,0.00%
1057280,2,3,10,2,3,5,4,4,1,40,2,10,11300,34,1166.5,3.4,332.35,10.32,97.30%,0.00%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,76.10%,0.00%,23.90%,9.30%,90.70%,0.00%,0.00%,5.30%,0.00%,85.40%,2.70%,5.30%,0.00%,0.00%,0.00%,0.00%,0.00%,1.30%
1057410,4,3,10,2,3,3,8,3,0,2,3,17,13950,31,1290.5,1.82,450,9.25,100.00%,0.00%,0.00%,17.90%,32.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49.80%,0.50%,65.80%,32.30%,1.40%,23.70%,44.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.30%,0.00%
1057500,3,3,4,2,3,4,5,2,1,10,3,12,16100,27,1549,2.25,596.3,9.62,90.70%,0.00%,9.30%,29.20%,28.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41.90%,0.00%,71.10%,28.90%,0.00%,44.10%,3.70%,19.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.90%,3.70%
1057510,4,3,10,2,3,4,8,2,1,13,3,10,24560,46,1951,4.6,533.91,7.94,97.60%,0.00%,2.40%,13.00%,34.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52.80%,17.50%,15.70%,34.20%,32.60%,48.30%,0.00%,0.00%,0.00%,17.50%,0.00%,0.00%,0.00%,0.00%,34.20%,0.00%
1057550,4,3,17,2,3,3,9,3,0,7,4,24,16225,33,1488,1.38,491.67,9.17,74.10%,23.40%,2.50%,2.50%,11.10%,4.60%,0.00%,0.00%,0.00%,0.00%,0.00%,81.80%,17.30%,69.80%,11.10%,1.80%,72.30%,0.00%,5.10%,6.90%,0.00%,0.00%,0.00%,0.00%,0.00%,11.10%,4.60%
1057580,4,3,10,2,2,3,5,2,2,11,3,21,11775,35,1058.5,1.67,336.43,8.99,94.90%,5.10%,0.00%,11.90%,6.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,81.70%,27.00%,19.50%,13.20%,40.30%,54.80%,2.50%,8.30%,0.00%,18.70%,0.00%,0.00%,0.00%,0.00%,13.20%,2.50%
1057800,4,3,8,2,2,4,5,4,1,15,5,23,16975,44,1649,1.91,385.8,9.71,89.80%,10.20%,0.00%,3.50%,0.00%,0.90%,3.50%,0.00%,3.50%,0.00%,0.00%,88.50%,6.20%,70.30%,1.80%,21.80%,79.70%,9.70%,0.00%,5.30%,0.00%,0.00%,3.50%,0.00%,0.00%,1.80%,0.00%
1057930,4,3,5,2,1,5,7,1,1,27,5,34,19425,55,3079.5,1.62,353.18,15.85,94.50%,1.90%,3.60%,2.30%,0.00%,0.00%,1.50%,8.50%,0.00%,0.00%,14.30%,73.40%,55.00%,36.80%,2.10%,6.20%,15.10%,51.50%,5.00%,0.80%,4.60%,1.50%,0.00%,1.20%,17.50%,2.10%,0.80%
1058000,4,3,15,2,3,4,5,3,1,11,4,11,11450,28,1179,2.55,408.93,10.3,94.80%,0.00%,5.20%,14.00%,0.00%,0.00%,0.00%,0.00%,1.30%,7.00%,0.00%,77.70%,2.60%,97.40%,0.00%,0.00%,89.10%,0.00%,7.00%,0.00%,2.60%,0.00%,1.30%,0.00%,0.00%,0.00%,0.00%
1058010,3,3,15,2,2,5,4,1,1,13,4,30,12000,62,1331,2.07,193.55,11.09,90.60%,5.00%,4.40%,4.20%,0.00%,0.00%,0.00%,0.00%,0.60%,11.70%,0.00%,83.50%,11.90%,69.60%,1.70%,16.90%,39.80%,2.50%,42.30%,5.60%,7.50%,0.00%,0.60%,0.00%,0.00%,1.70%,0.00%
1058190,4,3,10,2,2,5,5,2,1,8,3,18,9950,43,834.5,2.39,231.4,8.39,78.40%,13.30%,8.30%,5.00%,13.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,81.40%,17.10%,18.80%,13.60%,50.50%,57.00%,0.00%,0.00%,5.30%,17.10%,0.00%,0.00%,0.00%,0.00%,13.60%,7.00%
1058350,4,3,10,2,2,1,5,2,0,4,3,5,16800,24,1067.5,4.8,700,6.35,100.00%,0.00%,0.00%,13.10%,83.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,13.10%,83.90%,3.00%,16.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.90%,0.00%
1058370,3,1,10,2,3,4,4,3,1,7,4,12,14375,36,1382,3,399.31,9.61,100.00%,0.00%,0.00%,16.70%,23.00%,0.00%,0.00%,0.00%,0.00%,9.70%,0.00%,50.60%,22.80%,54.30%,23.00%,0.00%,44.50%,0.00%,9.70%,0.00%,22.30%,0.00%,0.00%,0.50%,0.00%,23.00%,0.00%
1060050,3,3,10,1,4,3,4,4,1,14,4,16,15050,26,1570.5,1.63,578.85,10.44,100.00%,0.00%,0.00%,0.00%,12.00%,14.00%,25.20%,0.00%,0.00%,0.00%,0.00%,48.80%,2.00%,82.10%,15.90%,0.00%,40.20%,27.90%,0.00%,14.00%,2.00%,0.00%,0.00%,0.00%,0.00%,15.90%,0.00%
1060130,2,3,5,2,4,2,4,4,1,25,2,15,19400,59,1524.5,3.93,328.81,7.86,48.50%,41.80%,9.80%,0.00%,20.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,79.90%,24.70%,6.20%,22.20%,46.90%,57.70%,2.60%,0.00%,0.00%,18.60%,0.00%,0.00%,0.00%,0.00%,21.10%,0.00%
1060150,4,2,10,2,4,1,5,4,1,17,3,17,21150,22,2012,1.29,961.36,9.51,63.50%,36.50%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%,12.80%,0.00%,0.00%,86.20%,25.90%,23.80%,0.00%,50.40%,72.00%,5.70%,0.00%,9.60%,0.00%,0.00%,12.80%,0.00%,0.00%,0.00%,0.00%
1060230,3,3,10,2,3,5,5,4,1,18,4,18,9600,41,1537.5,2.28,234.15,16.02,97.70%,2.30%,0.00%,4.20%,0.00%,20.30%,3.10%,0.00%,0.00%,0.00%,20.30%,52.10%,70.80%,29.20%,0.00%,0.00%,7.30%,28.90%,20.30%,43.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1060260,4,3,10,2,3,4,8,2,1,12,5,30,14225,93,1541,3.1,152.96,10.83,97.90%,2.10%,0.00%,4.20%,25.30%,2.60%,0.00%,0.00%,16.30%,0.00%,0.00%,51.50%,23.20%,50.40%,25.30%,1.10%,18.30%,4.20%,17.80%,2.60%,15.50%,0.00%,16.30%,0.00%,0.00%,25.30%,0.00%
1060330,3,3,10,2,3,4,3,4,2,8,3,4,7650,15,459,3.75,510,6,98.00%,0.00%,2.00%,0.00%,94.10%,0.00%,0.00%,2.00%,0.00%,0.00%,0.00%,3.90%,2.00%,0.00%,98.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,98.00%,0.00%
1060370,4,3,10,2,3,4,6,2,1,19,9,62,16025,138,1706,2.23,116.12,10.65,94.70%,4.70%,0.60%,8.10%,19.70%,2.80%,4.40%,0.90%,1.40%,13.70%,0.90%,48.00%,28.90%,44.80%,19.70%,6.70%,33.10%,3.00%,19.30%,9.00%,13.10%,0.00%,1.90%,0.00%,0.90%,19.70%,0.00%
1060420,4,3,10,2,4,4,5,4,1,12,5,21,8850,38,982.5,1.81,232.89,11.1,97.70%,0.00%,2.30%,0.00%,1.70%,0.80%,29.40%,0.00%,0.00%,0.00%,4.20%,63.80%,20.60%,72.60%,6.80%,0.00%,48.00%,33.10%,0.00%,0.80%,11.30%,0.00%,0.00%,0.00%,0.00%,6.80%,0.00%
1060590,4,3,10,2,4,3,6,4,1,11,2,20,15425,43,1380.5,2.15,358.72,8.95,72.60%,27.40%,0.00%,0.00%,0.00%,0.00%,2.60%,0.00%,0.00%,0.00%,0.00%,97.40%,8.40%,4.10%,0.00%,87.50%,67.70%,0.00%,0.00%,23.80%,8.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1060640,3,3,10,2,4,4,5,4,1,17,5,27,15675,88,2123.5,3.26,178.13,13.55,97.10%,0.00%,2.90%,0.00%,7.70%,0.00%,26.80%,8.60%,0.00%,0.00%,14.80%,42.10%,45.10%,42.90%,8.90%,3.00%,27.90%,23.40%,15.30%,1.90%,11.50%,0.00%,0.00%,0.00%,11.00%,8.90%,0.00%
1060650,4,1,10,2,4,3,6,4,1,13,2,9,14660,22,1540.8,2.44,666.36,10.51,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77.10%,0.00%,0.00%,0.00%,0.00%,22.90%,5.10%,94.90%,0.00%,0.00%,95.50%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.50%
1060720,2,3,9,2,4,5,7,4,1,25,5,19,34025,96,5707,5.05,354.43,16.77,100.00%,0.00%,0.00%,5.10%,0.00%,0.00%,0.00%,24.20%,6.00%,0.00%,2.00%,62.70%,58.30%,41.70%,0.00%,0.00%,9.80%,37.70%,0.00%,2.10%,20.30%,0.00%,6.00%,0.00%,24.20%,0.00%,0.00%
1060760,1,3,10,2,3,7,6,2,1,16,2,18,22900,32,2856.75,1.78,715.63,12.47,97.20%,2.00%,0.90%,48.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52.00%,25.10%,64.40%,0.00%,10.50%,82.10%,0.00%,1.00%,14.10%,0.00%,2.80%,0.00%,0.00%,0.00%,0.00%,0.00%
1060810,4,3,10,2,3,4,6,2,1,9,2,14,25875,45,1958,3.21,575,7.57,83.30%,2.00%,14.70%,0.00%,69.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.00%,22.00%,4.30%,73.60%,0.00%,3.20%,5.80%,0.00%,0.00%,19.70%,0.00%,0.00%,0.00%,0.00%,71.30%,0.00%
1060920,3,3,17,2,4,5,5,4,1,13,3,14,40475,27,4353,1.93,1499.07,10.75,99.00%,1.00%,0.00%,63.20%,0.00%,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,36.40%,5.00%,94.00%,0.00%,1.00%,96.10%,0.00%,0.00%,0.60%,0.00%,3.30%,0.00%,0.00%,0.00%,0.00%,0.00%
1060980,4,1,4,2,3,4,4,4,1,13,3,17,11025,33,1482,1.94,334.09,13.44,98.00%,0.00%,2.00%,66.40%,0.00%,0.00%,0.00%,0.00%,0.00%,5.40%,0.00%,28.10%,41.50%,55.80%,0.00%,2.70%,82.30%,0.00%,14.30%,0.00%,0.00%,3.40%,0.00%,0.00%,0.00%,0.00%,0.00%
1061080,2,3,10,2,3,5,5,2,1,22,3,17,8700,36,1179.5,2.12,241.67,13.56,95.10%,4.90%,0.00%,35.60%,0.00%,0.00%,0.00%,0.00%,20.70%,0.00%,0.00%,37.10%,32.50%,67.50%,0.00%,0.00%,47.70%,0.90%,0.00%,26.40%,0.00%,3.40%,21.60%,0.00%,0.00%,0.00%,0.00%
1061130,4,3,16,2,4,2,6,1,1,10,4,12,17950,32,2204.5,2.67,560.94,12.28,94.20%,5.00%,0.80%,3.30%,0.00%,0.80%,0.00%,0.40%,0.00%,0.00%,0.00%,97.60%,72.30%,27.70%,0.00%,0.00%,7.80%,2.40%,88.20%,0.80%,0.00%,0.00%,0.40%,0.00%,0.40%,0.00%,0.00%
1061180,3,3,10,2,3,5,6,4,1,28,3,27,20875,65,2085.5,2.41,321.15,9.99,92.20%,7.80%,0.00%,0.00%,0.00%,2.50%,0.00%,0.00%,4.00%,0.00%,0.00%,93.50%,37.20%,18.00%,0.00%,44.80%,56.00%,3.50%,16.80%,3.50%,16.30%,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%
1061310,2,3,10,2,4,5,5,1,1,16,6,27,17900,44,2274.75,1.63,406.82,12.71,100.00%,0.00%,0.00%,2.50%,0.00%,9.60%,1.70%,0.80%,0.00%,0.00%,1.30%,84.10%,19.10%,80.90%,0.00%,0.00%,18.40%,61.60%,1.30%,9.60%,2.80%,4.50%,0.00%,0.60%,0.80%,0.00%,0.40%
1061380,1,1,4,2,3,6,4,4,1,37,3,4,7575,19,1491,4.75,398.68,19.68,94.10%,5.90%,0.00%,86.10%,0.00%,0.00%,0.00%,5.90%,0.00%,0.00%,0.00%,7.90%,94.70%,5.30%,0.00%,0.00%,91.40%,0.00%,0.00%,0.00%,0.00%,2.60%,0.00%,0.00%,5.90%,0.00%,0.00%
1061400,3,3,10,2,3,5,4,2,1,19,5,15,7475,25,921,1.67,299,12.32,87.00%,12.00%,1.00%,42.80%,2.00%,6.00%,0.00%,0.00%,0.00%,0.00%,2.00%,47.20%,26.10%,59.90%,14.00%,0.00%,54.80%,3.00%,0.00%,21.10%,0.00%,7.00%,0.00%,0.00%,0.00%,14.00%,0.00%
1061500,4,0,0,0,1,0,0,5,0,0,1,1,4800,11,272,11,436.36,5.67,62.50%,0.00%,37.50%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
1061580,1,1,4,2,3,8,3,2,1,53,2,14,6100,32,1887,2.29,190.63,30.93,76.60%,18.40%,4.90%,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.30%,88.50%,9.00%,0.00%,2.50%,10.20%,22.10%,0.00%,0.00%,0.00%,67.60%,0.00%,0.00%,0.00%,0.00%,0.00%
1061660,3,3,10,2,3,5,4,4,1,15,4,14,12100,31,1079,2.21,390.32,8.92,96.50%,3.50%,0.00%,4.10%,12.40%,0.00%,0.80%,0.00%,0.00%,0.00%,0.00%,82.60%,3.10%,68.00%,28.90%,0.00%,9.90%,67.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.30%,0.00%
1061700,4,3,10,2,2,5,4,1,0,1,5,23,7225,35,755.5,1.52,206.43,10.46,91.70%,3.10%,5.20%,22.10%,16.60%,0.00%,0.00%,0.00%,7.30%,0.00%,4.20%,49.80%,12.50%,64.70%,16.60%,6.20%,36.70%,11.10%,6.20%,4.20%,11.10%,0.00%,7.30%,2.10%,0.00%,16.60%,4.80%
1061730,2,1,10,2,3,2,4,2,1,14,5,17,12475,38,1366,2.24,328.29,10.95,100.00%,0.00%,0.00%,8.00%,0.00%,0.00%,62.50%,0.00%,0.00%,0.80%,1.20%,27.50%,19.20%,80.80%,0.00%,0.00%,76.20%,2.00%,21.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1061820,3,3,10,2,4,4,5,4,2,13,1,5,22800,24,1651,4.8,950,7.24,83.30%,16.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1061830,4,3,10,2,3,1,3,4,2,9,2,5,16600,24,1248.5,4.8,691.67,7.52,100.00%,0.00%,0.00%,10.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,89.20%,0.00%,10.80%,0.00%,89.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
1061940,4,3,10,2,3,1,9,2,1,23,2,6,15300,29,958,4.83,527.59,6.26,67.00%,14.40%,18.60%,0.00%,63.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.30%,2.90%,0.00%,63.70%,33.30%,34.30%,0.00%,0.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,63.70%,0.00%
1062120,4,3,10,2,4,5,6,2,0,3,1,5,11900,25,1242.5,5,476,10.44,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1.10%,98.90%,0.00%,0.00%,98.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,0.00%
1062220,4,3,10,2,2,4,5,2,1,4,3,17,12075,36,924.5,2.12,335.42,7.66,100.00%,0.00%,0.00%,27.30%,48.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.20%,1.90%,35.80%,59.00%,3.30%,36.90%,4.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.00%,0.00%
1062270,3,3,6,2,3,4,4,2,1,15,3,6,16400,52,3517.5,8.67,315.38,21.45,98.20%,0.00%,1.80%,0.00%,0.00%,0.00%,0.00%,33.40%,0.00%,0.00%,45.70%,20.90%,99.20%,0.80%,0.00%,0.00%,5.60%,45.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,48.60%,0.00%,0.00%
1062310,4,2,10,2,3,1,5,2,0,10,2,8,10575,23,663.5,2.88,459.78,6.27,100.00%,0.00%,0.00%,0.00%,78.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.00%,0.00%,5.70%,88.70%,5.70%,5.70%,5.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,88.70%,0.00%
